"record","uuid","date","hsample","hsampletype","state","s3","s4","h3r1","h3r2","h3r3","h3r4","h3r5","h3r7","h3none","s5","s6","s7","h1r1","h1r2","h1r3","h1r4","h1none","s8","s9","s10","rh","q1r1","q1r2","q1r3","q1r4","q1r5","q1r6","q1r7","q1r8","q1r9","q1r20","q1r10","q1r11","q1r12","q1r13","q1r14","q1r15","q1r16","q1r17","q1r18","q1r19","q2","q3","q4","q5","q6","q7","q8","q9r1","q9r2","q9r3","q9r4","q9r5","q9r6","q9r7","q9r8","q9r9","q9r10","q9r11","q9r12","q9r13","q9r14","q9r15","q10","q18r1","q18r2","q18r3","q18r4","q18r5","q18r6","q18r7","q18r8","q19","q20r1","q20r2","q20r3","q21r1","q21r2","q21r3","q21r4","q21r5","q21r6","q21r7","q21r8","q21r9","q22","q23","q24","q25","q26r1","q26r2","q26r3","q26r4","q26r5","q26r6","q26r7","q28","q29","q30","d1","d2","d3","d4r1","d4r2","d4r3","d4r4","d4r5","d5","d6","d12r1","d12r2","d12r3","d7","d8r1","d8r2","d8r3","d8r4","d8r5","d8r6","d8r7","d9r1","d9r2","d9r3","d9r4","d10","d11","conditionsmarker_split_b","conditionsmarker_split_a","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","azcounty","hpid3","q12","q16","az1","az2","az3","az4","az5","az6","az7","az8","az9","az10","az11","az12","az13","az14","az15","az16","az17","az18","q49","q50","q51","d13","weight","race","pid3"
1874,"wacvybnmh43v7udr",10/23/2022 18:28:00,113,2,3,2,,0,0,0,1,0,0,0,1,1,1969,0,0,1,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,3,3,2,3,4,2,3,2,3,,,,,,,3,5,,,3,4,4,4,4,4,4,3,4,2,,,,2,2,2,3,2,2,3,4,4,3,2,1,2,2,2,2,2,2,2,2,2,4,4,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,3,4,4,4,5,5,1,0,6,833.12,12,,13,,1,1,10/23/2022 18:14:00,12,3,3,3,6,6,2,2,2,2,2,,1,2,3,3,2,1,,4,2,3,2,2,,"85120",2.54473447799683,2,3
1875,"d5f83jx3tzk1eded",10/23/2022 18:27:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1942,0,0,0,1,0,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,1,2,2,1,7,4,3,4,3,3,,,,,,,4,2,,,3,4,3,1,3,4,1,1,4,2,,,,4,3,1,1,2,2,1,3,2,1,2,2,1,2,2,1,1,2,4,2,3,2,2,,,1,0,0,0,1,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,4,4,1,0,3,640.1,4,,10,,5,6,10/23/2022 18:14:00,8,3,3,3,6,3,2,2,3,2,4,,1,2,2,2,4,7,,5,1,3,3,1,,"85249",2.41749739646912,2,3
1877,"ewpkswt8rpmusf7v",10/23/2022 18:29:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1955,0,0,0,1,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,3,1,3,3,10,4,1,4,3,4,,,,,,,4,3,,,4,4,4,4,4,1,1,1,4,2,,,,4,3,2,4,3,2,4,3,4,1,3,2,1,2,2,2,1,2,3,2,1,2,2,,,1,0,0,0,1,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,4,3,0,1,3,748.08,12,,11,,1,1,10/23/2022 18:16:00,8,3,4,4,4,1,1,2,4,3,3,1,,2,3,1,3,4,3,,4,4,1,,2,"85086",2.41749739646912,2,3
1881,"26k7d6h9pq314sf9",10/23/2022 18:33:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1994,1,0,0,0,0,3,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,3,2,2,7,3,3,3,2,3,,,,,,,3,5,,,4,4,2,2,1,4,4,3,4,2,,,,2,1,1,4,2,2,2,3,3,1,2,1,2,2,2,3,3,3,3,3,2,2,2,,,,1,0,0,0,0,,,,,,2,0,0,0,0,1,0,0,1,2,1,3,4,4,1,0,4,784.58,14,,10,,1,2,10/23/2022 18:20:00,8,3,6,6,3,2,2,1,2,2,2,,2,1,3,3,2,6,,5,2,3,1,2,,"85023",2.01899909973145,2,3
1882,"wtsuqs6196vcjbnm",10/23/2022 18:36:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1953,0,0,0,1,0,1,5,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,8,2,4,5,3,2,,,,,,,1,4,,,1,4,2,1,2,2,1,4,4,2,,,,4,1,1,1,1,1,1,3,3,1,3,2,3,2,1,1,1,2,1,2,3,1,1,,,1,1,0,0,0,0,,,,,,3,0,0,0,1,0,0,0,1,1,1,1,2,5,0,1,3,913.86,4,,10,,5,6,10/23/2022 18:20:00,2,2,1,5,1,3,2,2,1,2,5,2,,2,3,2,2,10,1,,1,1,2,,2,"85615",1.1181355714798,2,2
1884,"aachxyuzcmy2f8xc",10/23/2022 18:38:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1946,0,0,0,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,3,10,1,4,1,4,2,,,,,,,1,3,,,1,4,4,4,4,4,1,1,4,2,,,,4,1,1,2,1,3,4,4,4,3,2,1,2,1,1,1,1,1,1,1,3,1,1,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,1,1,2,2,1,0,3,987.79,12,,11,,1,1,10/23/2022 18:21:00,11,2,1,1,1,3,3,3,2,2,2,,2,2,3,2,5,10,,1,1,1,1,2,,"85750",1.91946589946747,2,2
1885,"8uy4umjjhb5215mf",10/23/2022 18:31:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1946,0,0,0,1,0,1,4,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,4,1,10,4,1,4,2,4,,,,,,,4,2,,,4,4,1,1,2,2,4,4,4,2,,,,4,3,1,2,3,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,1,1,3,1,5,2,0,1,3,559.75,14,,10,,1,2,10/23/2022 18:21:00,8,3,4,4,1,1,2,2,3,2,2,1,,2,2,1,1,3,5,,1,3,3,,2,"85345",2.41749739646912,2,3
1887,"2e6m9ts9mwrym3nn",10/23/2022 18:30:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1962,0,0,0,1,0,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,10,4,1,4,1,4,,,,,,,4,4,,,4,4,4,1,1,1,4,2,4,2,,,,4,4,2,4,4,4,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,4,0,1,3,475.72,14,,10,,1,2,10/23/2022 18:21:00,8,3,4,4,4,2,1,3,4,4,5,1,,3,3,1,5,0,5,,4,4,4,,1,"85022",2.41749739646912,2,3
1978,"00h8wx7fem5pux6p",10/24/2022 00:24:00,113,2,3,1,,0,0,0,0,1,0,0,1,2,1967,0,0,1,0,0,1,5,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,4,10,1,4,2,4,1,,,,,,,1,4,,,1,4,2,2,2,4,4,4,4,1,1,0,1,1,2,1,1,1,1,3,4,4,3,2,1,3,1,1,1,1,1,1,1,4,1,1,12,,1,1,0,0,0,0,6,4,2,3,1,2,0,1,0,1,0,0,0,1,1,1,1,1,4,1,0,6,684.92,4,,10,,5,6,10/24/2022 00:13:00,8,1,1,1,1,4,2,2,2,2,1,,4,1,1,4,4,10,,1,1,1,1,2,,"85296",0.497996956110001,1,1
2012,"b7822y1mh7dup6ut",10/24/2022 08:16:00,1,1,3,1,,0,0,0,0,1,0,0,1,1,1970,0,0,1,0,0,2,5,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,3,7,2,3,2,4,2,,,,,,,2,2,,,2,2,3,2,2,4,2,4,2,1,1,0,0,3,2,1,3,3,4,3,3,3,2,2,1,2,1,3,1,1,1,1,4,2,1,1,17,,,1,0,0,0,0,1,2,1,3,2,3,0,1,0,0,0,0,0,1,1,1,4,2,5,0,1,1,1251.04,4,,10,,5,6,10/24/2022 07:48:00,8,1,2,2,2,4,1,2,1,2,4,3,,1,1,2,1,8,2,,2,1,2,,2,"85225",0.0748552531003952,1,1
2016,"yrcnj1bb0mkgakm5",10/24/2022 08:50:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1995,1,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,3,4,3,6,3,3,3,4,4,,,,,,,5,2,,,5,3,3,3,3,3,4,3,4,2,,,,4,4,2,3,2,4,3,3,3,2,2,2,3,1,4,3,4,3,4,4,3,5,5,,,1,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,1,1,4,3,6,3,1,0,1,1336.05,4,,10,,5,6,10/24/2022 08:23:00,11,2,5,6,5,5,1,1,3,2,2,,3,2,2,5,1,4,,5,3,3,1,1,,"85706",1.835453748703,2,2
2020,"zu2n3sfgjbyv10as",10/24/2022 09:41:00,1,1,3,2,,0,0,0,1,0,0,0,1,1,1966,0,0,1,0,0,1,2,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,3,4,2,7,3,1,4,2,3,,,,,,,3,4,,,3,3,3,3,3,4,3,3,4,1,0,1,0,4,4,2,3,2,4,3,2,2,2,2,2,2,3,4,4,2,2,2,2,3,2,2,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,1,4,4,4,0,1,1,1690.15,4,,10,,5,6,10/24/2022 09:08:00,12,3,3,3,3,2,1,1,1,2,3,3,,2,2,4,1,2,4,,2,4,1,,1,"85119",2.54473376274109,2,3
2021,"ncgaq1t64vdjsngs",10/24/2022 09:43:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1968,0,0,1,0,0,2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,3,2,3,1,6,4,1,4,1,4,,,,,,,4,4,,,4,2,3,2,3,3,2,2,2,1,1,0,1,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,1,2,,,,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,1,5,6,0,1,1,1710.11,4,,10,,5,6,10/24/2022 09:14:00,11,3,3,4,4,2,2,1,2,3,1,2,,2,1,2,1,3,5,,1,4,1,,2,"85614",0.302187204360962,2,3
2022,"7z33tawnmp4kt6tb",10/24/2022 10:12:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1967,0,0,1,0,0,2,5,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,3,4,1,7,3,1,3,1,4,,,,,,,3,3,,,3,3,2,4,3,4,3,3,2,1,0,1,1,3,2,2,2,2,2,3,2,3,1,3,1,2,2,4,4,2,2,2,2,3,2,2,,,,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,1,4,3,1,0,1,1628.17,4,,12,,5,6,10/24/2022 09:38:00,11,3,3,3,3,2,2,1,2,2,1,,2,2,1,2,1,4,,4,1,3,2,2,,"85653",0.302187204360962,2,3
2024,"j0h799rbkfxb47v3",10/24/2022 10:20:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1964,0,0,1,0,0,1,5,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,3,2,4,2,6,4,2,3,2,3,,,,,,,4,3,,,3,2,3,2,2,4,2,2,4,1,0,1,0,4,3,1,3,1,3,3,3,3,2,3,2,1,2,2,2,4,3,2,2,4,2,2,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,1,3,4,3,0,1,1,1706.17,4,,10,,5,6,10/24/2022 09:45:00,14,3,3,3,3,2,1,2,2,3,4,2,,1,2,3,1,2,4,,1,4,2,,1,"86323",2.4174976348877,2,3
2025,"2tma4pa7b84m040p",10/24/2022 10:25:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1971,0,0,1,0,0,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,3,2,4,1,9,3,1,3,1,4,,,,,,,4,5,,,4,3,2,2,2,1,1,2,1,1,1,0,1,3,2,1,2,3,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,4,2,2,,,,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,6,1,0,1,2089.5,4,,10,,5,6,10/24/2022 09:49:00,11,3,4,4,4,1,2,1,2,3,1,,1,3,1,2,1,3,,5,1,3,1,2,,"85711",0.302187204360962,2,3
2026,"04f3f5wuhcrqqasn",10/24/2022 10:40:00,1,1,3,1,,0,0,0,0,1,0,0,1,1,1965,0,0,1,0,0,2,5,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,1,4,7,4,4,1,4,2,,,,,,,2,2,,,2,3,3,3,3,4,3,4,3,1,1,0,0,4,2,1,3,3,4,4,3,3,1,3,1,2,1,3,1,1,1,1,1,1,1,1,17,,,1,0,0,0,0,2,3,1,3,2,1,1,0,0,0,0,0,0,1,1,1,1,1,3,0,1,1,1596,4,,10,,5,6,10/24/2022 10:10:00,10,1,2,2,1,4,1,1,2,1,3,2,,2,1,2,1,10,1,,2,1,2,,2,"85901",0.0748552531003952,1,1
2028,"006epeuxxksgvxw8",10/24/2022 10:58:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1967,0,0,1,0,0,2,5,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,4,1,9,3,1,4,1,4,,,,,,,4,4,,,4,1,2,1,2,2,2,1,1,1,0,0,1,3,2,2,2,2,2,3,3,3,1,1,1,3,2,2,2,2,2,2,2,3,2,2,,,,1,0,0,0,0,,,,,,1,0,0,0,0,0,0,1,1,1,1,1,5,5,1,0,1,1696.58,4,,12,,5,6,10/24/2022 10:28:00,8,3,4,4,4,1,2,1,2,2,1,,3,3,1,2,1,4,,4,1,3,1,2,,"85029",0.302187204360962,2,3
2030,"8ubtwrbd8v688n6g",10/24/2022 11:27:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1961,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,4,1,9,3,1,3,1,4,,,,,,,3,4,,,4,2,3,2,3,2,3,3,2,1,1,0,0,3,2,2,2,3,3,2,3,2,1,1,1,2,2,2,2,2,2,2,2,4,2,2,,,,1,0,0,0,0,,,,,,3,0,0,0,0,0,0,1,1,1,1,1,5,6,0,1,1,1608.1,4,,12,,5,6,10/24/2022 10:59:00,8,3,4,4,4,1,2,1,2,3,1,2,,3,1,2,1,4,5,,1,3,1,,2,"85037",0.302187204360962,2,3
2033,"68assfh03uab2sby",10/24/2022 11:39:00,1,1,3,1,,0,0,0,0,1,0,0,1,1,1968,0,0,1,0,0,2,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,4,9,1,4,2,4,2,,,,,,,2,1,,,2,2,3,1,1,4,1,2,1,1,1,1,0,4,3,1,3,3,4,3,2,2,1,3,2,3,1,1,1,1,1,4,4,1,1,1,17,,,1,0,0,0,0,2,1,1,2,3,3,0,1,0,0,0,0,0,1,1,1,1,2,3,1,0,1,1496.46,4,,10,,5,6,10/24/2022 11:12:00,9,1,2,2,2,3,1,2,2,3,2,,2,1,3,2,1,9,,1,3,1,4,1,,"86442",0.0748552531003952,1,1
2035,"1pvfcbvprh9yrcrv",10/24/2022 11:43:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,2002,1,0,0,0,0,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,3,2,2,2,9,4,1,3,2,4,,,,,,,3,2,,,3,4,4,4,3,4,3,4,4,1,1,0,1,4,3,3,4,3,4,1,3,2,3,1,2,1,2,2,2,2,2,3,2,2,4,4,,,3,1,0,0,0,0,,,,,,4,1,0,0,0,0,0,0,4,4,4,4,4,6,0,1,4,491.37,4,,12,,5,6,10/24/2022 11:35:00,8,3,4,4,4,1,2,2,3,3,4,1,,2,1,1,3,4,5,,3,4,1,,1,"85286",2.54473376274109,2,3
2036,"4kax0fgwt69etfn0",10/24/2022 12:01:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1946,0,0,0,1,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,3,1,5,4,2,4,2,4,,,,,,,3,3,,,3,4,4,2,3,4,4,4,4,2,,,,3,2,2,3,2,2,2,3,3,2,2,2,2,4,4,4,4,4,4,4,2,2,5,,,1,1,0,0,0,0,,,,,,2,0,0,1,0,0,0,0,1,4,4,4,5,2,1,0,3,1336.88,4,,10,,5,6,10/24/2022 11:38:00,8,2,5,5,6,6,2,2,3,2,2,,2,2,3,1,2,5,,5,1,3,3,2,,"85027",1.10127222537994,2,2
2037,"ykj2y7vahqbv1zct",10/24/2022 12:17:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1971,0,0,1,0,0,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,3,3,3,4,7,3,5,3,4,3,,,,,,,2,4,,,5,3,3,3,3,4,3,3,4,2,,,,3,3,1,3,4,4,3,3,3,3,2,2,2,4,3,4,4,3,3,4,4,5,5,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,3,4,6,4,1,0,1,1623.22,4,,10,,5,6,10/24/2022 11:49:00,15,2,6,5,6,6,1,1,3,3,3,,2,2,3,5,1,4,,3,1,2,1,1,,"85364",1.10127222537994,2,2
2038,"sk9q8kwgutxug7m2",10/24/2022 12:07:00,4,2,3,2,,0,0,0,1,0,0,0,1,2,1970,0,0,1,0,0,3,3,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,10,2,4,1,4,2,,,,,,,2,3,,,1,4,2,4,1,1,4,4,4,2,,,,1,1,1,1,1,1,1,4,4,2,3,1,3,1,1,1,1,1,1,1,3,1,5,,,,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,4,4,4,2,3,0,1,4,529.03,14,,10,,3,2,10/24/2022 11:57:00,8,2,1,1,1,6,2,2,2,1,2,4,,1,3,2,1,10,1,,1,1,1,,2,"85040",1.91946589946747,2,2
2041,"by50hc4w2js97x29",10/24/2022 12:15:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1953,0,0,0,1,0,1,6,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,10,2,4,2,4,2,,,,,,,1,3,,,2,4,2,4,4,4,2,4,4,2,,,,3,2,1,2,1,1,3,3,3,1,2,1,3,4,4,1,1,2,1,1,3,1,1,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,1,1,3,6,1,0,3,558.68,5,,10,,5,6,10/24/2022 12:05:00,8,3,2,2,2,2,2,3,1,1,1,,5,2,1,2,4,10,,1,1,1,1,2,,"85255",2.11141228675842,2,3
2046,"afkt608y16p01gyy",10/24/2022 12:50:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1968,0,0,1,0,0,2,5,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,4,1,9,4,1,3,1,3,,,,,,,3,3,,,4,2,2,1,2,1,1,1,1,1,0,0,1,3,2,2,2,3,3,2,2,2,1,2,1,3,2,2,2,2,3,2,2,3,2,2,,,,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,1,1,5,4,0,1,1,1725.86,4,,12,,5,6,10/24/2022 12:19:00,8,3,4,4,4,1,1,1,2,3,1,1,,3,1,2,1,2,4,,1,4,1,,2,"85029",0.302187204360962,2,3
2047,"bar38jazbwm2n5m9",10/24/2022 12:34:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1949,0,0,0,1,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,3,3,6,3,4,3,3,3,,,,,,,3,3,,,2,4,4,4,4,4,4,4,4,1,0,0,1,2,2,2,1,2,4,2,2,3,1,2,1,3,4,4,4,4,4,4,4,3,1,1,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,1,3,2,1,0,3,681.99,4,,12,,5,6,10/24/2022 12:22:00,3,2,1,6,6,6,1,2,2,2,3,,2,2,2,2,2,10,,1,1,1,2,1,,"86004",1.86355924606323,2,2
2052,"na0wwy9qexq9b06q",10/24/2022 13:13:00,1,1,3,2,,0,0,0,1,0,0,0,1,2,1966,0,0,1,0,0,2,5,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,3,3,1,7,4,1,3,1,4,,,,,,,3,3,,,4,3,3,4,3,4,3,2,2,1,1,0,1,3,2,1,3,3,2,2,3,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,,,,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,5,0,1,1,1334.46,4,,10,,5,6,10/24/2022 12:39:00,12,3,4,4,4,1,2,1,2,3,1,2,,3,1,2,1,3,4,,1,3,2,,2,"85123",0.302187204360962,2,3
2054,"q4pu9tjexc9263jv",10/24/2022 13:11:00,1,1,3,2,,0,0,0,1,0,0,0,1,1,1960,0,0,0,1,0,1,5,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,2,3,1,8,4,1,3,2,4,,,,,,,3,5,,,3,2,3,2,2,4,2,3,4,1,0,1,0,4,3,1,3,3,4,3,3,3,2,2,2,2,2,2,2,2,3,4,2,4,2,2,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,1,4,5,1,0,1,1581.58,4,,10,,5,6,10/24/2022 12:43:00,3,3,3,3,3,2,1,1,3,1,3,,2,2,2,3,1,2,,4,3,4,1,1,,"86001",2.54473447799683,2,3
2055,"s9z7u69hhv7ex4t0",10/24/2022 12:53:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1963,0,0,1,0,0,1,4,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,3,1,8,4,1,4,2,4,,,,,,,4,4,,,4,4,4,3,1,4,1,1,4,2,,,,4,4,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,1,1,1,1,5,4,0,1,3,530.72,4,,10,,5,6,10/24/2022 12:44:00,8,3,4,4,4,1,1,4,4,2,5,1,,2,2,1,4,0,5,,4,4,2,,2,"85282",2.54473376274109,2,3
2058,"hnuvqqzsn1t051kh",10/24/2022 12:59:00,4,2,3,2,,0,0,0,1,0,0,0,1,1,1961,0,0,0,1,0,1,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,2,4,2,9,4,3,4,3,3,,,,,,,2,1,,,4,4,3,1,1,3,4,4,4,1,0,0,1,4,2,2,3,3,3,2,3,3,1,2,2,2,2,2,4,4,2,4,4,2,5,2,,,1,1,0,0,0,0,,,,,,2,0,0,0,1,0,1,0,1,1,1,1,4,6,1,0,4,601.03,4,,10,,5,6,10/24/2022 12:49:00,11,3,2,3,2,6,2,2,2,3,3,,1,2,3,2,3,9,,5,3,2,3,2,,"85711",1.96853363513947,2,3
2060,"8hzmz1q9e1qrwkdn",10/24/2022 13:10:00,3,2,3,2,,0,0,0,1,0,0,0,1,1,1942,0,0,0,1,0,1,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,2,4,1,10,4,3,4,1,4,,,,,,,4,3,,,4,4,3,1,2,2,4,2,4,2,,,,4,1,1,4,1,3,1,4,3,1,2,2,1,2,2,2,2,2,2,2,1,2,2,,,1,1,0,0,0,0,,,,,,2,1,0,0,0,0,0,0,1,1,1,1,5,3,0,1,3,1077.2,4,,10,,5,6,10/24/2022 12:52:00,8,3,4,4,4,1,1,2,2,2,5,1,,1,3,1,3,4,4,,2,4,1,,2,"85206",2.54473447799683,2,3
2063,"a8qhxn36v931bxky",10/24/2022 13:59:00,1,1,3,1,,0,0,0,0,1,0,0,1,1,1968,0,0,1,0,0,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,3,3,1,3,7,2,3,2,3,2,,,,,,,2,2,,,1,2,2,1,1,1,1,1,1,1,1,1,0,2,2,1,2,2,2,3,3,2,1,2,1,2,1,1,1,1,1,1,3,2,1,3,17,,,1,0,0,0,0,1,1,2,1,3,1,0,1,0,0,0,0,0,1,1,3,4,1,5,1,0,1,3602.17,4,,10,,5,6,10/24/2022 12:57:00,15,1,1,1,1,4,2,1,2,2,4,,2,2,1,2,2,8,,1,2,2,2,2,,"85364",0.0748552531003952,1,1
2064,"s06f8fty76pg9gmz",10/24/2022 13:18:00,4,2,3,2,,0,0,0,1,0,0,0,1,2,1962,0,0,0,1,0,1,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,2,4,1,10,4,1,2,1,4,,,,,,,4,2,,,4,4,4,4,3,4,2,2,4,2,,,,1,4,2,3,2,2,4,4,4,2,2,1,1,2,2,2,2,2,2,2,3,2,2,,,1,1,0,0,0,0,,,,,,2,0,1,0,1,0,0,0,1,1,1,1,5,5,1,0,4,1177.93,4,,10,,5,6,10/24/2022 12:58:00,8,3,4,4,4,1,1,2,3,2,3,,4,1,3,1,3,0,,5,2,3,3,2,,"85044",2.41749739646912,2,3
2065,"77td6hzabvk7b7f7",10/24/2022 13:09:00,3,2,3,2,,0,0,0,1,0,0,0,1,2,1953,0,0,0,1,0,1,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,3,2,9,4,4,4,3,4,,,,,,,4,1,,,4,4,4,4,4,4,4,3,4,2,,,,4,2,1,2,1,1,4,3,4,1,2,2,3,2,2,2,1,2,1,2,1,1,5,,,1,1,0,0,0,0,,,,,,3,1,0,0,0,0,0,0,1,1,1,1,4,5,0,1,3,520.09,4,,10,,5,6,10/24/2022 13:00:00,9,3,4,4,1,1,1,4,2,2,1,1,,3,2,1,5,10,1,,1,1,2,,2,"86429",2.4174976348877,2,3
